eid	pid	name	entity
305	336	Playing_God_(1997)	http://dbpedia.org/resource/Playing_God_(1997_film)
306	337	House_of_Yes,_The_(1997)	http://dbpedia.org/resource/The_House_of_Yes
307	338	Bean_(1997)	http://dbpedia.org/resource/Bean_(film)
308	339	Mad_City_(1997)	http://dbpedia.org/resource/Mad_City_(film)
309	340	Boogie_Nights_(1997)	http://dbpedia.org/resource/Boogie_Nights
310	341	Critical_Care_(1997)	http://dbpedia.org/resource/Critical_Care_(film)
311	342	Man_Who_Knew_Too_Little,_The_(1997)	http://dbpedia.org/resource/The_Man_Who_Knew_Too_Little
312	343	Alien:_Resurrection_(1997)	http://dbpedia.org/resource/Alien_Resurrection
313	344	Apostle,_The_(1997)	http://dbpedia.org/resource/The_Apostle
314	345	Deconstructing_Harry_(1997)	http://dbpedia.org/resource/Deconstructing_Harry
315	346	Jackie_Brown_(1997)	http://dbpedia.org/resource/Jackie_Brown
316	347	Wag_the_Dog_(1997)	http://dbpedia.org/resource/Wag_the_Dog
317	348	Desperate_Measures_(1998)	http://dbpedia.org/resource/Desperate_Measures_(film)
318	349	Hard_Rain_(1998)	http://dbpedia.org/resource/Hard_Rain_(film)
319	350	Fallen_(1998)	http://dbpedia.org/resource/Fallen_(1998_film)
320	351	Prophecy_II,_The_(1998)	http://dbpedia.org/resource/The_Prophecy_II
321	352	Spice_World_(1997)	http://dbpedia.org/resource/Spice_World_(film)
322	354	Wedding_Singer,_The_(1998)	http://dbpedia.org/resource/The_Wedding_Singer
323	355	Sphere_(1998)	http://dbpedia.org/resource/Sphere_(1998_film)
324	356	Client,_The_(1994)	http://dbpedia.org/resource/The_Client_(1994_film)
325	357	One_Flew_Over_the_Cuckoo's_Nest_(1975)	http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest_(film)
326	358	Spawn_(1997)	http://dbpedia.org/resource/Spawn_(1997_film)
327	359	Assignment,_The_(1997)	http://dbpedia.org/resource/The_Assignment_(1997_film)
328	360	Wonderland_(1997)	http://dbpedia.org/resource/Wonderland_(1997_film)
329	361	Incognito_(1997)	http://dbpedia.org/resource/Incognito_(1997_film)
330	362	Blues_Brothers_2000_(1998)	http://dbpedia.org/resource/Blues_Brothers_2000
331	363	Sudden_Death_(1995)	http://dbpedia.org/resource/Sudden_Death_(1995_film)
332	364	Ace_Ventura:_When_Nature_Calls_(1995)	http://dbpedia.org/resource/Ace_Ventura:_When_Nature_Calls
333	365	Powder_(1995)	http://dbpedia.org/resource/Powder_(film)
334	366	Dangerous_Minds_(1995)	http://dbpedia.org/resource/Dangerous_Minds
335	367	Clueless_(1995)	http://dbpedia.org/resource/Clueless
336	368	Bio-Dome_(1996)	http://dbpedia.org/resource/Bio-Dome
337	369	Black_Sheep_(1996)	http://dbpedia.org/resource/Black_Sheep_(1996_film)
338	370	Mary_Reilly_(1996)	http://dbpedia.org/resource/Mary_Reilly_(film)
339	371	Bridges_of_Madison_County,_The_(1995)	http://dbpedia.org/resource/The_Bridges_of_Madison_County_(film)
340	372	Jeffrey_(1995)	http://dbpedia.org/resource/Jeffrey_(1995_film)
341	373	Judge_Dredd_(1995)	http://dbpedia.org/resource/Judge_Dredd_(film)
342	374	Mighty_Morphin_Power_Rangers:_The_Movie_(1995)	http://dbpedia.org/resource/Mighty_Morphin_Power_Rangers:_The_Movie
343	375	Showgirls_(1995)	http://dbpedia.org/resource/Showgirls
344	378	Miracle_on_34th_Street_(1994)	http://dbpedia.org/resource/Miracle_on_34th_Street_(1994_film)
345	379	Tales_From_the_Crypt_Presents:_Demon_Knight_(1995)	http://dbpedia.org/resource/Demon_Knight
346	380	Star_Trek:_Generations_(1994)	http://dbpedia.org/resource/Star_Trek_Generations
347	381	Muriel's_Wedding_(1994)	http://dbpedia.org/resource/Muriel's_Wedding
348	382	Adventures_of_Priscilla,_Queen_of_the_Desert,_The_(1994)	http://dbpedia.org/resource/The_Adventures_of_Priscilla,_Queen_of_the_Desert
349	383	Flintstones,_The_(1994)	http://dbpedia.org/resource/The_Flintstones_(film)
350	384	Naked_Gun_33_1/3:_The_Final_Insult_(1994)	http://dbpedia.org/resource/Naked_Gun_33_1/3:_The_Final_Insult
351	385	True_Lies_(1994)	http://dbpedia.org/resource/True_Lies
352	386	Addams_Family_Values_(1993)	http://dbpedia.org/resource/Addams_Family_Values
353	387	Age_of_Innocence,_The_(1993)	http://dbpedia.org/resource/The_Age_of_Innocence_(1993_film)
354	388	Beverly_Hills_Cop_III_(1994)	http://dbpedia.org/resource/Beverly_Hills_Cop_III
355	389	Black_Beauty_(1994)	http://dbpedia.org/resource/Black_Beauty_(1994_film)
356	390	Fear_of_a_Black_Hat_(1993)	http://dbpedia.org/resource/Fear_of_a_Black_Hat
357	391	Last_Action_Hero_(1993)	http://dbpedia.org/resource/Last_Action_Hero
358	392	Man_Without_a_Face,_The_(1993)	http://dbpedia.org/resource/The_Man_Without_a_Face
359	393	Mrs._Doubtfire_(1993)	http://dbpedia.org/resource/Mrs._Doubtfire
360	394	Radioland_Murders_(1994)	http://dbpedia.org/resource/Radioland_Murders
361	395	Robin_Hood:_Men_in_Tights_(1993)	http://dbpedia.org/resource/Robin_Hood:_Men_in_Tights
362	396	Serial_Mom_(1994)	http://dbpedia.org/resource/Serial_Mom
363	397	Striking_Distance_(1993)	http://dbpedia.org/resource/Striking_Distance
364	399	Three_Musketeers,_The_(1993)	http://dbpedia.org/resource/The_Three_Musketeers_(1993_film)
365	400	Little_Rascals,_The_(1994)	http://dbpedia.org/resource/The_Little_Rascals_(film)
366	401	Brady_Bunch_Movie,_The_(1995)	http://dbpedia.org/resource/The_Brady_Bunch_Movie
367	402	Ghost_(1990)	http://dbpedia.org/resource/Ghost_(1990_film)
368	403	Batman_(1989)	http://dbpedia.org/resource/Batman_(1989_film)
369	404	Pinocchio_(1940)	http://dbpedia.org/resource/Pinocchio_(1940_film)
370	405	Mission:_Impossible_(1996)	http://dbpedia.org/resource/Mission:_Impossible_(film)
371	406	Thinner_(1996)	http://dbpedia.org/resource/Thinner_(film)
372	407	Spy_Hard_(1996)	http://dbpedia.org/resource/Spy_Hard
373	408	Close_Shave,_A_(1995)	http://dbpedia.org/resource/A_Close_Shave
374	409	Jack_(1996)	http://dbpedia.org/resource/Jack_(1996_film)
375	410	Kingpin_(1996)	http://dbpedia.org/resource/Kingpin_(1996_film)
376	411	Nutty_Professor,_The_(1996)	http://dbpedia.org/resource/The_Nutty_Professor_(1996_film)
377	412	Very_Brady_Sequel,_A_(1996)	http://dbpedia.org/resource/A_Very_Brady_Sequel
378	413	Tales_from_the_Crypt_Presents:_Bordello_of_Blood_(1996)	http://dbpedia.org/resource/Bordello_of_Blood
379	414	My_Favorite_Year_(1982)	http://dbpedia.org/resource/My_Favorite_Year
380	415	Apple_Dumpling_Gang,_The_(1975)	http://dbpedia.org/resource/The_Apple_Dumpling_Gang_(film)
381	416	Old_Yeller_(1957)	http://dbpedia.org/resource/Old_Yeller_(film)
382	417	Parent_Trap,_The_(1961)	http://dbpedia.org/resource/The_Parent_Trap_(1961_film)
383	418	Cinderella_(1950)	http://dbpedia.org/resource/Cinderella_(1950_film)
384	419	Mary_Poppins_(1964)	http://dbpedia.org/resource/Mary_Poppins_(film)
385	420	Alice_in_Wonderland_(1951)	http://dbpedia.org/resource/Alice_in_Wonderland_(1951_film)
386	421	William_Shakespeare's_Romeo_and_Juliet_(1996)	http://dbpedia.org/resource/Romeo_+_Juliet
387	422	Aladdin_and_the_King_of_Thieves_(1996)	http://dbpedia.org/resource/Aladdin_and_the_King_of_Thieves
388	423	E.T._the_Extra-Terrestrial_(1982)	http://dbpedia.org/resource/E.T._the_Extra-Terrestrial
389	425	Bob_Roberts_(1992)	http://dbpedia.org/resource/Bob_Roberts
390	427	To_Kill_a_Mockingbird_(1962)	http://dbpedia.org/resource/To_Kill_a_Mockingbird_(film)
391	428	Harold_and_Maude_(1971)	http://dbpedia.org/resource/Harold_and_Maude
392	429	Day_the_Earth_Stood_Still,_The_(1951)	http://dbpedia.org/resource/The_Day_the_Earth_Stood_Still
393	430	Duck_Soup_(1933)	http://dbpedia.org/resource/Duck_Soup_(1933_film)
394	431	Highlander_(1986)	http://dbpedia.org/resource/Highlander_(film)
395	432	Fantasia_(1940)	http://dbpedia.org/resource/Fantasia_(1940_film)
396	433	Heathers_(1989)	http://dbpedia.org/resource/Heathers
397	434	Forbidden_Planet_(1956)	http://dbpedia.org/resource/Forbidden_Planet
398	435	Butch_Cassidy_and_the_Sundance_Kid_(1969)	http://dbpedia.org/resource/Butch_Cassidy_and_the_Sundance_Kid
399	436	American_Werewolf_in_London,_An_(1981)	http://dbpedia.org/resource/An_American_Werewolf_in_London
400	437	Amityville_1992:_It's_About_Time_(1992)	http://dbpedia.org/resource/Amityville:_It's_About_Time
401	438	Amityville_3-D_(1983)	http://dbpedia.org/resource/Amityville_3-D
402	439	Amityville:_A_New_Generation_(1993)	http://dbpedia.org/resource/Amityville:_A_New_Generation
403	440	Amityville_II:_The_Possession_(1982)	http://dbpedia.org/resource/Amityville_II:_The_Possession
404	441	Amityville_Horror,_The_(1979)	http://dbpedia.org/resource/The_Amityville_Horror_(1979_film)
405	442	Amityville_Curse,_The_(1990)	http://dbpedia.org/resource/The_Amityville_Curse
406	443	Birds,_The_(1963)	http://dbpedia.org/resource/The_Birds_(film)
407	444	Blob,_The_(1958)	http://dbpedia.org/resource/The_Blob
408	445	Body_Snatcher,_The_(1945)	http://dbpedia.org/resource/The_Body_Snatcher_(film)
409	446	Burnt_Offerings_(1976)	http://dbpedia.org/resource/Burnt_Offerings_(film)
410	447	Carrie_(1976)	http://dbpedia.org/resource/Carrie_(1976_film)
411	448	Omen,_The_(1976)	http://dbpedia.org/resource/The_Omen
412	449	Star_Trek:_The_Motion_Picture_(1979)	http://dbpedia.org/resource/Star_Trek:_The_Motion_Picture
413	451	Grease_(1978)	http://dbpedia.org/resource/Grease_(film)
414	452	Jaws_2_(1978)	http://dbpedia.org/resource/Jaws_2
415	453	Jaws_3-D_(1983)	http://dbpedia.org/resource/Jaws_3-D
416	454	Bastard_Out_of_Carolina_(1996)	http://dbpedia.org/resource/Bastard_Out_of_Carolina_(film)
417	455	Jackie_Chan's_First_Strike_(1996)	http://dbpedia.org/resource/First_Strike_(1996_film)
418	456	Beverly_Hills_Ninja_(1997)	http://dbpedia.org/resource/Beverly_Hills_Ninja
419	457	Free_Willy_3:_The_Rescue_(1997)	http://dbpedia.org/resource/Free_Willy_3:_The_Rescue
420	458	Nixon_(1995)	http://dbpedia.org/resource/Nixon_(film)
421	460	Crossing_Guard,_The_(1995)	http://dbpedia.org/resource/The_Crossing_Guard
422	461	Smoke_(1995)	http://dbpedia.org/resource/Smoke_(film)
423	462	Like_Water_For_Chocolate_(Como_agua_para_chocolate)_(1992)	http://dbpedia.org/resource/Like_Water_for_Chocolate_(film)
424	463	Secret_of_Roan_Inish,_The_(1994)	http://dbpedia.org/resource/The_Secret_of_Roan_Inish
425	464	Vanya_on_42nd_Street_(1994)	http://dbpedia.org/resource/Vanya_on_42nd_Street
426	465	Jungle_Book,_The_(1994)	http://dbpedia.org/resource/The_Jungle_Book_(1994_film)
427	467	Bronx_Tale,_A_(1993)	http://dbpedia.org/resource/A_Bronx_Tale
428	468	Rudy_(1993)	http://dbpedia.org/resource/Rudy_(film)
429	469	Short_Cuts_(1993)	http://dbpedia.org/resource/Short_Cuts
430	470	Tombstone_(1993)	http://dbpedia.org/resource/Tombstone_(film)
431	471	Courage_Under_Fire_(1996)	http://dbpedia.org/resource/Courage_Under_Fire
432	472	Dragonheart_(1996)	http://dbpedia.org/resource/Dragonheart
433	473	James_and_the_Giant_Peach_(1996)	http://dbpedia.org/resource/James_and_the_Giant_Peach_(film)
434	475	Trainspotting_(1996)	http://dbpedia.org/resource/Trainspotting_(film)
435	476	First_Wives_Club,_The_(1996)	http://dbpedia.org/resource/The_First_Wives_Club
436	477	Matilda_(1996)	http://dbpedia.org/resource/Matilda_(1996_film)
437	478	Philadelphia_Story,_The_(1940)	http://dbpedia.org/resource/The_Philadelphia_Story_(film)
438	479	Vertigo_(1958)	http://dbpedia.org/resource/Vertigo_(film)
439	480	North_by_Northwest_(1959)	http://dbpedia.org/resource/North_by_Northwest
440	481	Apartment,_The_(1960)	http://dbpedia.org/resource/The_Apartment
441	482	Some_Like_It_Hot_(1959)	http://dbpedia.org/resource/Some_Like_It_Hot
442	483	Casablanca_(1942)	http://dbpedia.org/resource/Casablanca_(film)
443	484	Maltese_Falcon,_The_(1941)	http://dbpedia.org/resource/The_Maltese_Falcon_(1941_film)
444	485	My_Fair_Lady_(1964)	http://dbpedia.org/resource/My_Fair_Lady_(film)
445	486	Sabrina_(1954)	http://dbpedia.org/resource/Sabrina_(1954_film)
446	487	Roman_Holiday_(1953)	http://dbpedia.org/resource/Roman_Holiday
447	488	Sunset_Blvd._(1950)	http://dbpedia.org/resource/Sunset_Boulevard_(film)
448	489	Notorious_(1946)	http://dbpedia.org/resource/Notorious_(1946_film)
449	490	To_Catch_a_Thief_(1955)	http://dbpedia.org/resource/To_Catch_a_Thief
450	491	Adventures_of_Robin_Hood,_The_(1938)	http://dbpedia.org/resource/The_Adventures_of_Robin_Hood
451	492	East_of_Eden_(1955)	http://dbpedia.org/resource/East_of_Eden_(film)
452	493	Thin_Man,_The_(1934)	http://dbpedia.org/resource/The_Thin_Man_(film)
453	494	His_Girl_Friday_(1940)	http://dbpedia.org/resource/His_Girl_Friday
454	495	Around_the_World_in_80_Days_(1956)	http://dbpedia.org/resource/Around_the_World_in_80_Days_(1956_film)
455	496	It's_a_Wonderful_Life_(1946)	http://dbpedia.org/resource/It's_a_Wonderful_Life
456	497	Bringing_Up_Baby_(1938)	http://dbpedia.org/resource/Bringing_Up_Baby
457	498	African_Queen,_The_(1951)	http://dbpedia.org/resource/The_African_Queen_(film)
458	499	Cat_on_a_Hot_Tin_Roof_(1958)	http://dbpedia.org/resource/Cat_on_a_Hot_Tin_Roof_(1958_film)
459	500	Fly_Away_Home_(1996)	http://dbpedia.org/resource/Fly_Away_Home
460	501	Dumbo_(1941)	http://dbpedia.org/resource/Dumbo
461	502	Bananas_(1971)	http://dbpedia.org/resource/Bananas_(film)
462	503	Candidate,_The_(1972)	http://dbpedia.org/resource/The_Candidate_(1972_film)
463	504	Bonnie_and_Clyde_(1967)	http://dbpedia.org/resource/Bonnie_and_Clyde_(film)
464	505	Dial_M_for_Murder_(1954)	http://dbpedia.org/resource/Dial_M_for_Murder
465	506	Rebel_Without_a_Cause_(1955)	http://dbpedia.org/resource/Rebel_Without_a_Cause
466	507	Streetcar_Named_Desire,_A_(1951)	http://dbpedia.org/resource/A_Streetcar_Named_Desire_(1951_film)
467	508	People_vs._Larry_Flynt,_The_(1996)	http://dbpedia.org/resource/The_People_vs._Larry_Flynt
468	509	My_Left_Foot_(1989)	http://dbpedia.org/resource/My_Left_Foot
469	511	Lawrence_of_Arabia_(1962)	http://dbpedia.org/resource/Lawrence_of_Arabia_(film)
470	512	Wings_of_Desire_(1987)	http://dbpedia.org/resource/Wings_of_Desire
471	513	Third_Man,_The_(1949)	http://dbpedia.org/resource/The_Third_Man
472	514	Annie_Hall_(1977)	http://dbpedia.org/resource/Annie_Hall
473	515	Boot,_Das_(1981)	http://dbpedia.org/resource/Das_Boot
474	516	Local_Hero_(1983)	http://dbpedia.org/resource/Local_Hero_(film)
475	517	Manhattan_(1979)	http://dbpedia.org/resource/Manhattan_(1979_film)
476	519	Treasure_of_the_Sierra_Madre,_The_(1948)	http://dbpedia.org/resource/The_Treasure_of_the_Sierra_Madre_(film)
477	520	Great_Escape,_The_(1963)	http://dbpedia.org/resource/The_Great_Escape_(film)
478	522	Down_by_Law_(1986)	http://dbpedia.org/resource/Down_by_Law_(film)
479	523	Cool_Hand_Luke_(1967)	http://dbpedia.org/resource/Cool_Hand_Luke
480	524	Great_Dictator,_The_(1940)	http://dbpedia.org/resource/The_Great_Dictator
481	525	Big_Sleep,_The_(1946)	http://dbpedia.org/resource/The_Big_Sleep_(1946_film)
482	526	Ben-Hur_(1959)	http://dbpedia.org/resource/Ben-Hur_(1959_film)
483	527	Gandhi_(1982)	http://dbpedia.org/resource/Gandhi_(film)
484	528	Killing_Fields,_The_(1984)	http://dbpedia.org/resource/The_Killing_Fields_(film)
485	529	My_Life_as_a_Dog_(Mitt_liv_som_hund)_(1985)	http://dbpedia.org/resource/My_Life_as_a_Dog
486	530	Man_Who_Would_Be_King,_The_(1975)	http://dbpedia.org/resource/The_Man_Who_Would_Be_King_(film)
487	531	Shine_(1996)	http://dbpedia.org/resource/Shine_(film)
488	532	Kama_Sutra:_A_Tale_of_Love_(1996)	http://dbpedia.org/resource/Kama_Sutra:_A_Tale_of_Love
489	533	Daytrippers,_The_(1996)	http://dbpedia.org/resource/The_Daytrippers
490	534	Traveller_(1997)	http://dbpedia.org/resource/Traveller_(1997_film)
491	535	Addicted_to_Love_(1997)	http://dbpedia.org/resource/Addicted_to_Love_(film)
492	536	Ponette_(1996)	http://dbpedia.org/resource/Ponette
493	537	My_Own_Private_Idaho_(1991)	http://dbpedia.org/resource/My_Own_Private_Idaho
494	538	Anastasia_(1997)	http://dbpedia.org/resource/Anastasia_(1997_film)
495	539	Mouse_Hunt_(1997)	http://dbpedia.org/resource/Mouse_Hunt
496	540	Money_Train_(1995)	http://dbpedia.org/resource/Money_Train
497	541	Mortal_Kombat_(1995)	http://dbpedia.org/resource/Mortal_Kombat_(1995_film)
498	542	Pocahontas_(1995)	http://dbpedia.org/resource/Pocahontas:_The_Legend
499	543	Misérables,_Les_(1995)	http://dbpedia.org/resource/Les_Misérables_(1995_film)
500	544	Things_to_Do_in_Denver_when_You're_Dead_(1995)	http://dbpedia.org/resource/Things_to_Do_in_Denver_When_You're_Dead
501	545	Vampire_in_Brooklyn_(1995)	http://dbpedia.org/resource/Vampire_in_Brooklyn
502	546	Broken_Arrow_(1996)	http://dbpedia.org/resource/Broken_Arrow_(1996_film)
503	547	Young_Poisoner's_Handbook,_The_(1995)	http://dbpedia.org/resource/The_Young_Poisoner's_Handbook
504	548	NeverEnding_Story_III,_The_(1994)	http://dbpedia.org/resource/The_NeverEnding_Story_III
505	549	Rob_Roy_(1995)	http://dbpedia.org/resource/Rob_Roy_(1995_film)
506	550	Die_Hard:_With_a_Vengeance_(1995)	http://dbpedia.org/resource/Die_Hard_with_a_Vengeance
507	551	Lord_of_Illusions_(1995)	http://dbpedia.org/resource/Lord_of_Illusions
508	552	Species_(1995)	http://dbpedia.org/resource/Species_(film)
509	553	Walk_in_the_Clouds,_A_(1995)	http://dbpedia.org/resource/A_Walk_in_the_Clouds
510	554	Waterworld_(1995)	http://dbpedia.org/resource/Waterworld
511	555	White_Man's_Burden_(1995)	http://dbpedia.org/resource/White_Man's_Burden_(film)
512	556	Wild_Bill_(1995)	http://dbpedia.org/resource/Wild_Bill_(1995_film)
513	558	Heavenly_Creatures_(1994)	http://dbpedia.org/resource/Heavenly_Creatures
514	559	Interview_with_the_Vampire_(1994)	http://dbpedia.org/resource/Interview_with_the_Vampire_(film)
515	560	Kid_in_King_Arthur's_Court,_A_(1995)	http://dbpedia.org/resource/A_Kid_in_King_Arthur's_Court
516	561	Mary_Shelley's_Frankenstein_(1994)	http://dbpedia.org/resource/Mary_Shelley's_Frankenstein_(film)
517	562	Quick_and_the_Dead,_The_(1995)	http://dbpedia.org/resource/The_Quick_and_the_Dead_(1995_film)
518	564	Tales_from_the_Hood_(1995)	http://dbpedia.org/resource/Tales_from_the_Hood
519	565	Village_of_the_Damned_(1995)	http://dbpedia.org/resource/Village_of_the_Damned_(1995_film)
520	566	Clear_and_Present_Danger_(1994)	http://dbpedia.org/resource/Clear_and_Present_Danger_(film)
521	567	Wes_Craven's_New_Nightmare_(1994)	http://dbpedia.org/resource/Wes_Craven's_New_Nightmare
522	568	Speed_(1994)	http://dbpedia.org/resource/Speed_(1994_film)
523	569	Wolf_(1994)	http://dbpedia.org/resource/Wolf_(1994_film)
524	570	Wyatt_Earp_(1994)	http://dbpedia.org/resource/Wyatt_Earp_(film)
525	571	Another_Stakeout_(1993)	http://dbpedia.org/resource/Another_Stakeout
526	572	Blown_Away_(1994)	http://dbpedia.org/resource/Blown_Away_(1994_film)
527	573	Body_Snatchers_(1993)	http://dbpedia.org/resource/Body_Snatchers_(1993_film)
528	574	Boxing_Helena_(1993)	http://dbpedia.org/resource/Boxing_Helena
529	575	City_Slickers_II:_The_Legend_of_Curly's_Gold_(1994)	http://dbpedia.org/resource/City_Slickers_II:_The_Legend_of_Curly's_Gold
530	576	Cliffhanger_(1993)	http://dbpedia.org/resource/Cliffhanger_(film)
531	577	Coneheads_(1993)	http://dbpedia.org/resource/Coneheads_(film)
532	578	Demolition_Man_(1993)	http://dbpedia.org/resource/Demolition_Man_(film)
533	579	Fatal_Instinct_(1993)	http://dbpedia.org/resource/Fatal_Instinct
534	580	Englishman_Who_Went_Up_a_Hill,_But_Came_Down_a_Mountain,_The_(1995)	http://dbpedia.org/resource/The_Englishman_who_Went_up_a_Hill_but_Came_down_a_Mountain
535	581	Kalifornia_(1993)	http://dbpedia.org/resource/Kalifornia
536	582	Piano,_The_(1993)	http://dbpedia.org/resource/The_Piano
537	583	Romeo_Is_Bleeding_(1993)	http://dbpedia.org/resource/Romeo_Is_Bleeding
538	585	Son_in_Law_(1993)	http://dbpedia.org/resource/Son_in_Law
539	586	Terminal_Velocity_(1994)	http://dbpedia.org/resource/Terminal_Velocity_(film)
540	587	Hour_of_the_Pig,_The_(1993)	http://dbpedia.org/resource/The_Hour_of_the_Pig
541	588	Beauty_and_the_Beast_(1991)	http://dbpedia.org/resource/Beauty_and_the_Beast_(1991_film)
542	589	Wild_Bunch,_The_(1969)	http://dbpedia.org/resource/The_Wild_Bunch
543	590	Hellraiser:_Bloodline_(1996)	http://dbpedia.org/resource/Hellraiser:_Bloodline
544	591	Primal_Fear_(1996)	http://dbpedia.org/resource/Primal_Fear_(film)
545	593	Stalingrad_(1993)	http://dbpedia.org/resource/Stalingrad_(1993_film)
546	594	Heavy_(1995)	http://dbpedia.org/resource/Heavy_(film)
547	595	Fan,_The_(1996)	http://dbpedia.org/resource/The_Fan_(1996_film)
548	596	Hunchback_of_Notre_Dame,_The_(1996)	http://dbpedia.org/resource/The_Hunchback_of_Notre_Dame_(1996_film)
549	597	Eraser_(1996)	http://dbpedia.org/resource/Eraser_(film)
550	601	For_Whom_the_Bell_Tolls_(1943)	http://dbpedia.org/resource/For_Whom_the_Bell_Tolls_(film)
551	602	American_in_Paris,_An_(1951)	http://dbpedia.org/resource/An_American_in_Paris_(film)
552	603	Rear_Window_(1954)	http://dbpedia.org/resource/Rear_Window
553	604	It_Happened_One_Night_(1934)	http://dbpedia.org/resource/It_Happened_One_Night
554	605	Meet_Me_in_St._Louis_(1944)	http://dbpedia.org/resource/Meet_Me_in_St._Louis
555	606	All_About_Eve_(1950)	http://dbpedia.org/resource/All_About_Eve
556	607	Rebecca_(1940)	http://dbpedia.org/resource/Rebecca_(1940_film)
557	608	Spellbound_(1945)	http://dbpedia.org/resource/Spellbound_(1945_film)
558	609	Father_of_the_Bride_(1950)	http://dbpedia.org/resource/Father_of_the_Bride_(1950_film)
559	610	Gigi_(1958)	http://dbpedia.org/resource/Gigi_(1958_film)
560	611	Laura_(1944)	http://dbpedia.org/resource/Laura_(1944_film)
561	612	Lost_Horizon_(1937)	http://dbpedia.org/resource/Lost_Horizon_(1937_film)
562	613	My_Man_Godfrey_(1936)	http://dbpedia.org/resource/My_Man_Godfrey
563	614	Giant_(1956)	http://dbpedia.org/resource/Giant_(1956_film)
564	615	39_Steps,_The_(1935)	http://dbpedia.org/resource/The_39_Steps_(1935_film)
565	616	Night_of_the_Living_Dead_(1968)	http://dbpedia.org/resource/Night_of_the_Living_Dead
566	617	Blue_Angel,_The_(Blaue_Engel,_Der)_(1930)	http://dbpedia.org/resource/The_Blue_Angel
567	618	Picnic_(1955)	http://dbpedia.org/resource/Picnic_(1955_film)
568	619	Extreme_Measures_(1996)	http://dbpedia.org/resource/Extreme_Measures
569	620	Chamber,_The_(1996)	http://dbpedia.org/resource/The_Chamber_(1996_film)
570	622	Swiss_Family_Robinson_(1960)	http://dbpedia.org/resource/Swiss_Family_Robinson_(1960_film)
571	623	Angels_in_the_Outfield_(1994)	http://dbpedia.org/resource/Angels_in_the_Outfield_(1994_film)
572	625	Sword_in_the_Stone,_The_(1963)	http://dbpedia.org/resource/The_Sword_in_the_Stone_(1963_film)
573	628	Sleepers_(1996)	http://dbpedia.org/resource/Sleepers
574	629	Victor/Victoria_(1982)	http://dbpedia.org/resource/Victor/Victoria
575	630	Great_Race,_The_(1965)	http://dbpedia.org/resource/The_Great_Race
576	631	Crying_Game,_The_(1992)	http://dbpedia.org/resource/The_Crying_Game
577	632	Sophie's_Choice_(1982)	http://dbpedia.org/resource/Sophie's_Choice_(film)
578	633	Christmas_Carol,_A_(1938)	http://dbpedia.org/resource/A_Christmas_Carol_(1938_film)
579	634	Microcosmos:_Le_peuple_de_l'herbe_(1996)	http://dbpedia.org/resource/Microcosmos_(film)
580	635	Fog,_The_(1980)	http://dbpedia.org/resource/The_Fog
581	636	Escape_from_New_York_(1981)	http://dbpedia.org/resource/Escape_from_New_York
582	637	Howling,_The_(1981)	http://dbpedia.org/resource/The_Howling_(film)
583	638	Return_of_Martin_Guerre,_The_(Retour_de_Martin_Guerre,_Le)_(1982)	http://dbpedia.org/resource/The_Return_of_Martin_Guerre
584	639	Tin_Drum,_The_(Blechtrommel,_Die)_(1979)	http://dbpedia.org/resource/The_Tin_Drum_(film)
585	640	Cook_the_Thief_His_Wife_&_Her_Lover,_The_(1989)	http://dbpedia.org/resource/The_Cook,_the_Thief,_His_Wife_&_Her_Lover
586	641	Paths_of_Glory_(1957)	http://dbpedia.org/resource/Paths_of_Glory
587	642	Grifters,_The_(1990)	http://dbpedia.org/resource/The_Grifters_(film)
588	643	The_Innocent_(1994)	http://dbpedia.org/resource/The_Innocent_(1994_film)
589	644	Thin_Blue_Line,_The_(1988)	http://dbpedia.org/resource/The_Thin_Blue_Line_(1988_film)
590	645	Paris_Is_Burning_(1990)	http://dbpedia.org/resource/Paris_Is_Burning_(film)
591	647	Ran_(1985)	http://dbpedia.org/resource/Ran_(film)
592	648	Quiet_Man,_The_(1952)	http://dbpedia.org/resource/The_Quiet_Man
593	649	Once_Upon_a_Time_in_America_(1984)	http://dbpedia.org/resource/Once_Upon_a_Time_in_America
594	650	Seventh_Seal,_The_(Sjunde_inseglet,_Det)_(1957)	http://dbpedia.org/resource/The_Seventh_Seal
595	651	Glory_(1989)	http://dbpedia.org/resource/Glory_(1989_film)
596	652	Rosencrantz_and_Guildenstern_Are_Dead_(1990)	http://dbpedia.org/resource/Rosencrantz_&_Guildenstern_Are_Dead_(film)
597	653	Touch_of_Evil_(1958)	http://dbpedia.org/resource/Touch_of_Evil
598	654	Chinatown_(1974)	http://dbpedia.org/resource/Chinatown_(1974_film)
599	655	Stand_by_Me_(1986)	http://dbpedia.org/resource/Stand_by_Me_(film)
600	656	M_(1931)	http://dbpedia.org/resource/Men_Like_These
601	657	Manchurian_Candidate,_The_(1962)	http://dbpedia.org/resource/The_Manchurian_Candidate_(1962_film)
602	658	Pump_Up_the_Volume_(1990)	http://dbpedia.org/resource/Pump_Up_the_Volume_(film)
603	659	Arsenic_and_Old_Lace_(1944)	http://dbpedia.org/resource/Arsenic_and_Old_Lace_(film)
604	660	Fried_Green_Tomatoes_(1991)	http://dbpedia.org/resource/Fried_Green_Tomatoes
605	661	High_Noon_(1952)	http://dbpedia.org/resource/High_Noon
